Dataset,Run,Checkpoint,Training_Type,Method,CMC_Type,Input_Type,Misclassification_Count,S1_Train_loss,S1_Train_acc,S1_Val_loss,S1_Val_acc,S1_Test_loss,S1_Test_acc,S2_Train_loss,S2_Train_acc,S2_Val_loss,S2_Val_acc,S2_Test_loss,S2_Test_acc,S3_Train_loss,S3_Train_acc,S3_Val_loss,S3_Val_acc,S3_Test_loss,S3_Test_acc,Solve_Time
Food101,2,./checkpoints/Food101_CO/Run2_checkpoint_CMC_Any_10.pth,ERM,CMC,Any,t,10,0.111530203,96.51666667,1.19460665,68.73333333,0.962167304,73.92,0.11194001,96.31666667,1.199031801,68.6,0.960511192,73.72,0.090824478,97.08333333,1.488458541,64.06666667,1.217481631,71.16,10850.39081
Food101,3,./checkpoints/Food101_CO/Run3_checkpoint_CMC_Any_10.pth,ERM,CMC,Any,t,10,1.011090419,65.53333333,1.378830575,53.8,1.180331864,58.24,1.01387673,65.41666667,1.381769145,53.8,1.183498606,58.12,0.664661441,77.96666667,1.328081516,59.6,1.10975514,64.12,10850.24083
Food101,4,./checkpoints/Food101_CO/Run4_checkpoint_CMC_Any_10.pth,ERM,CMC,Any,t,10,0.431772723,86.21666667,1.116748545,65.46666667,0.954786653,68.76,0.433708794,86.18333333,1.118367304,65.46666667,0.956975189,68.56,0.122722656,96.48333333,1.368120722,66.6,1.165936041,71.2,10851.68613
Food101,5,./checkpoints/Food101_CO/Run5_checkpoint_CMC_Any_10.pth,ERM,CMC,Any,t,10,0.650716915,78.4,1.252965647,59.6,1.082388084,64.44,0.65246609,78.31666667,1.254865378,59.6,1.084235163,64.24,0.092884294,97,1.43915028,62.46666667,1.236611143,67.32,10852.09751
Food101,1,./checkpoints/Food101_CO/Run1_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.585211853,81.4,1.14186375,63.6,0.95037513,68.32,0.58520949,81.38333333,1.141887149,63.6,0.950361755,68.32,0.705526651,76.9,1.335993402,58.13333333,1.173815855,60.44,8331.216663
Food101,2,./checkpoints/Food101_CO/Run2_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.111530203,96.51666667,1.19460665,68.73333333,0.962167304,73.92,0.111592341,96.48333333,1.19667474,68.66666667,0.963244568,73.96,0.103815852,96.7,1.472271528,64,1.224274272,69.96,10851.24004
Food101,3,./checkpoints/Food101_CO/Run3_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,1.011090402,65.53333333,1.378830575,53.8,1.180331864,58.24,1.011204903,65.51666667,1.37894292,53.8,1.180458639,58.24,0.708091429,76.73333333,1.387424918,55,1.152243518,62.68,7627.337299
Food101,4,./checkpoints/Food101_CO/Run4_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.431772727,86.21666667,1.116748545,65.46666667,0.954786653,68.76,0.43168801,86.2,1.116623263,65.53333333,0.954594302,68.76,0.181748627,94.26666667,1.170329322,67,1.045448464,71.48,4858.605997
Food101,5,./checkpoints/Food101_CO/Run5_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.650716928,78.4,1.252965647,59.6,1.082388084,64.44,0.650712498,78.38333333,1.252949827,59.6,1.082384866,64.44,0.324418,89.5,1.309238706,64.53333333,1.055888883,69.16,3800.778481
EMNIST,1,./checkpoints/EMNIST_CO/Run1_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.075658872,97.01722756,0.150507771,94.91185897,0.157607631,94.84615385,0.075659809,97.01622596,0.150512979,94.91185897,0.157607234,94.84615385,0.059599905,97.55909455,0.157278222,94.83573718,0.163388466,94.73557692,83.39355993
EMNIST,2,./checkpoints/EMNIST_CO/Run2_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.087587508,96.62760417,0.162055072,94.59935897,0.164256128,94.58653846,0.08753074,96.63060897,0.16198905,94.59535256,0.164189323,94.58653846,0.068076209,97.23758013,0.154263956,94.75961538,0.157164855,94.65865385,83.94166017
EMNIST,3,./checkpoints/EMNIST_CO/Run3_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.107124586,95.96654647,0.156731406,94.42708333,0.163014426,94.32211538,0.109183727,95.91646635,0.15846761,94.4150641,0.16494517,94.30288462,0.071495057,97.19751603,0.151535178,94.8838141,0.156366798,94.97596154,73.43980527
EMNIST,4,./checkpoints/EMNIST_CO/Run4_checkpoint_CMC_Correct_1.pth,ERM,CMC,Correct,t,1,0.073429402,97.06530449,0.14515096,95.10416667,0.158145818,94.82211538,0.073192203,97.07932692,0.144901758,95.1161859,0.157825496,94.83653846,0.070495855,97.02323718,0.155829274,94.91185897,0.16772135,94.49038462,123.9353619
MNIST,1,./checkpoints/MNIST_CO/Run1_checkpoint_CMC_Correct_10.pth,ERM,CMC,Correct,t,10,0.075998156,97.60208333,0.087471459,97.11666667,0.08284106,97.36,0.07795664,97.56041667,0.090373759,96.975,0.08424498,97.24,0.040535665,98.71875,0.069466674,97.91666667,0.067676792,97.92,470.8993509
MNIST,2,./checkpoints/MNIST_CO/Run2_checkpoint_CMC_Correct_10.pth,ERM,CMC,Correct,t,10,0.063198177,98.0875,0.073068194,97.79166667,0.065687954,97.9,0.071329454,97.85,0.081392452,97.5,0.073040037,97.72,0.041594773,98.73333333,0.061449203,98.29166667,0.05786994,98.13,1387.395445
MNIST,3,./checkpoints/MNIST_CO/Run3_checkpoint_CMC_Correct_10.pth,ERM,CMC,Correct,t,10,0.052939162,98.37083333,0.065710052,98.04166667,0.055674117,98.23,0.065228785,97.99791667,0.079466155,97.625,0.066657007,97.84,0.033157149,98.92916667,0.05762437,98.275,0.045165386,98.49,2494.981935
MNIST,4,./checkpoints/MNIST_CO/Run4_checkpoint_CMC_Correct_10.pth,ERM,CMC,Correct,t,10,0.05615111,98.275,0.074934725,97.51666667,0.061152756,97.94,0.078116249,97.38333333,0.097864121,96.73333333,0.081693795,97.3,0.032939226,99,0.057860356,98.26666667,0.044438382,98.51,517.8081999
MNIST,5,./checkpoints/MNIST_CO/Run5_checkpoint_CMC_Correct_10.pth,ERM,CMC,Correct,t,10,0.064952956,97.93333333,0.077315489,97.63333333,0.071552755,97.71,0.073556467,97.57291667,0.087324694,97.30833333,0.079182237,97.43,0.029032855,99.03958333,0.061387387,98.125,0.057826498,98.24,613.0085897
KMNIST,1,./checkpoints/KMNIST_CO/Run1_checkpoint_CMC_Correct_10.pth,ERM,CMC,Correct,t,10,0.003177932,99.91041667,0.036436152,99.11666667,0.114266806,97.32,0.02864265,99.075,0.066796551,98.15833333,0.171979157,95.43,1.69E-05,100,0.027051636,99.50833333,0.116475425,97.91,10848.96032
KMNIST,2,./checkpoints/KMNIST_CO/Run2_checkpoint_CMC_Correct_10.pth,ERM,CMC,Correct,t,10,0.00208256,99.9375,0.028688102,99.25833333,0.125765305,97.17,0.02145994,99.27708333,0.04986552,98.59166667,0.176073711,96.11,0.000296837,100,0.026074513,99.375,0.118592062,97.44,10848.76421
KMNIST,3,./checkpoints/KMNIST_CO/Run3_checkpoint_CMC_Correct_10.pth,ERM,CMC,Correct,t,10,0.001228794,99.95833333,0.026576396,99.325,0.107026688,97.8,0.030642717,98.94166667,0.072036506,97.95,0.156554975,96.68,0.00011758,99.99791667,0.021510155,99.45,0.09856408,98.02,10850.75065
KMNIST,4,./checkpoints/KMNIST_CO/Run4_checkpoint_CMC_Correct_10.pth,ERM,CMC,Correct,t,10,0.001406521,99.9625,0.036603987,99.125,0.118373497,97.4,0.027820098,99.14583333,0.069097149,98.21666667,0.178658128,95.29,4.81E-06,100,0.028663064,99.35833333,0.112838248,98.06,10850.7554
KMNIST,5,./checkpoints/KMNIST_CO/Run5_checkpoint_CMC_Correct_10.pth,ERM,CMC,Correct,t,10,1.25E-06,100,0.019097097,99.525,0.103271839,98.21,0.031816374,98.99375,0.062976455,98.30833333,0.179400058,96.33,1.25E-06,100,0.019228947,99.49166667,0.106938302,98.14,10850.93528
SVHN,1,./checkpoints/SVHN_CO/Run1_checkpoint_CMC_Correct_10.pth,ERM,CMC,Correct,t,10,0.166470603,95.17788585,0.238734923,93.06531977,0.192708419,94.71419791,0.169680059,95.07038649,0.241618052,92.99023957,0.196894724,94.55669945,0.111945887,96.93370873,0.227210157,93.55675381,0.187622979,94.82944069,10823.3275
SVHN,2,./checkpoints/SVHN_CO/Run2_checkpoint_CMC_Correct_10.pth,ERM,CMC,Correct,t,10,0.150781004,95.76316014,0.23312776,93.54992833,0.207079767,94.12645974,0.155979703,95.55498678,0.238871915,93.38611699,0.212412048,94.03426552,0.111620539,96.79378893,0.236141168,93.46119719,0.201955129,94.49523663,10825.75395
SVHN,3,./checkpoints/SVHN_CO/Run3_checkpoint_CMC_Correct_10.pth,ERM,CMC,Correct,t,10,0.15249541,95.72903336,0.232593343,93.33833868,0.223215817,93.49262446,0.159553585,95.52939169,0.240030193,93.16770186,0.229388117,93.33896742,0.122454389,96.54125075,0.217017934,93.52262644,0.187909996,94.62200369,10825.9922
SVHN,4,./checkpoints/SVHN_CO/Run4_checkpoint_CMC_Correct_10.pth,ERM,CMC,Correct,t,10,0.158368733,95.58740722,0.215105913,93.7069142,0.19991239,94.37615243,0.184227712,94.86050678,0.240779213,93.01071599,0.219946721,93.99969269,0.125707089,96.56513949,0.214090735,93.80247082,0.194244091,94.70651506,10825.85549
SVHN,5,./checkpoints/SVHN_CO/Run5_checkpoint_CMC_Correct_10.pth,ERM,CMC,Correct,t,10,0.164649823,95.34510707,0.220008357,93.74786704,0.203277307,94.28395821,0.174486275,94.9662998,0.228954417,93.46119719,0.213808758,93.99200983,0.10058129,97.2340244,0.206042528,94.19152276,0.220598508,93.50030731,10824.99469
Caltech101,1,./checkpoints/Caltech101_CO/Run1_checkpoint_CMC_Correct_10.pth,ERM,CMC,Correct,t,10,0.014756898,99.92316558,0.454312799,88.77786318,0.433292287,89.90318119,0.029082923,99.32769881,0.474233772,88.08608762,0.469250768,88.7966805,0.004336605,100,0.447735889,90.4688701,0.410954956,90.7791609,10937.85824
Caltech101,2,./checkpoints/Caltech101_CO/Run2_checkpoint_CMC_Correct_10.pth,ERM,CMC,Correct,t,10,0.022956487,99.6542451,0.423787463,89.39277479,0.45458332,90.22591056,0.070374713,98.42489435,0.462169151,89.08531899,0.512323393,88.98109728,0.028462892,99.57741068,0.448801292,89.46963874,0.478126838,89.39603504,10936.82798
Caltech101,3,./checkpoints/Caltech101_CO/Run3_checkpoint_CMC_Correct_10.pth,ERM,CMC,Correct,t,10,0.027929704,99.73107952,0.433542444,90.54573405,0.471455951,89.71876441,0.096991907,98.75144065,0.516617231,88.23981553,0.549670571,87.87459659,0.021102055,99.73107952,0.426546336,90.0076864,0.462354593,89.34993084,10936.06242
Caltech101,5,./checkpoints/Caltech101_CO/Run5_checkpoint_CMC_Correct_10.pth,ERM,CMC,Correct,t,10,0.007586413,99.96158279,0.500873697,88.62413528,0.599962543,88.10511757,0.025614407,99.21244718,0.518343242,87.77863182,0.62011589,87.45965883,0.004749603,100,0.479613238,89.62336664,0.460427479,90.54863993,10937.37596
USPS,1,./checkpoints/USPS_CO/Run1_checkpoint_CMC_Correct_10.pth,ERM,CMC,Correct,t,10,0.005998682,99.87997257,0.034969439,98.97119342,0.120671538,97.20976582,0.020080506,99.36556927,0.054240653,98.42249657,0.156259969,96.36273044,0.005404041,99.93141289,0.030538097,98.90260631,0.1524277,96.76133533,10851.00225
USPS,2,./checkpoints/USPS_CO/Run2_checkpoint_CMC_Correct_10.pth,ERM,CMC,Correct,t,10,0.001378196,99.98285322,0.022180498,99.45130316,0.136745834,96.96063777,0.098970776,98.85116598,0.105012979,98.28532236,0.230510528,95.31639263,0.002456779,99.96570645,0.023802172,98.97119342,0.127511105,97.1101146,10850.90426
USPS,3,./checkpoints/USPS_CO/Run3_checkpoint_CMC_Correct_10.pth,ERM,CMC,Correct,t,10,0.001381774,99.98285322,0.024907456,99.31412894,0.1407361,96.96063777,0.051499304,98.59396433,0.079557844,97.5308642,0.192534744,95.26656702,0.001356903,99.96570645,0.026758564,99.31412894,0.130584215,97.20976582,10850.93747
USPS,4,./checkpoints/USPS_CO/Run4_checkpoint_CMC_Correct_10.pth,ERM,CMC,Correct,t,10,0.000479071,100,0.034015062,99.17695473,0.154534002,96.76133533,0.028547119,99.24554184,0.06677934,98.55967078,0.193469562,95.81464873,0.003180205,99.94855967,0.039982129,99.24554184,0.147054506,97.1101146,10850.5659
USPS,5,./checkpoints/USPS_CO/Run5_checkpoint_CMC_Correct_10.pth,ERM,CMC,Correct,t,10,0.015159979,99.58847737,0.035567519,98.69684499,0.129290834,96.86098655,0.049009436,98.55967078,0.074074634,97.5994513,0.169052042,95.26656702,0.000640187,99.98285322,0.023037334,99.38271605,0.13713799,97.20976582,10851.42471
Food101,1,./checkpoints/Food101_CO/Run1_checkpoint_CMC_Correct_10.pth,ERM,CMC,Correct,t,10,0.585211852,81.4,1.14186375,63.6,0.95037513,68.32,0.614781174,80.48333333,1.174792471,62.6,0.98489398,67.36,0.455325526,86.31666667,1.313372712,60.86666667,1.075761002,66.44,10850.34576
Food101,2,./checkpoints/Food101_CO/Run2_checkpoint_CMC_Correct_10.pth,ERM,CMC,Correct,t,10,0.111530202,96.51666667,1.19460665,68.73333333,0.962167304,73.92,0.135205248,95.8,1.212911505,67.93333333,0.981787385,73.24,0.136254292,95.73333333,1.391783231,65.53333333,1.162080386,70.44,10850.20889
Food101,3,./checkpoints/Food101_CO/Run3_checkpoint_CMC_Correct_10.pth,ERM,CMC,Correct,t,10,1.011090422,65.53333333,1.378830575,53.8,1.180331864,58.24,1.016876706,65.03333333,1.384433436,53.86666667,1.186049166,58,0.638283815,79.8,1.479487128,57.6,1.269339587,62.16,10849.68769
Food101,4,./checkpoints/Food101_CO/Run4_checkpoint_CMC_Correct_10.pth,ERM,CMC,Correct,t,10,0.431772729,86.21666667,1.116748545,65.46666667,0.954786653,68.76,0.484020155,84.81666667,1.156369031,63.8,0.985694305,67.36,0.409170561,86.3,1.265557028,63.93333333,0.977824473,72.28,10850.94821
Food101,5,./checkpoints/Food101_CO/Run5_checkpoint_CMC_Correct_10.pth,ERM,CMC,Correct,t,10,0.650716925,78.4,1.252965647,59.6,1.082388084,64.44,0.654263768,78.11666667,1.258411523,59.4,1.087234406,64.24,0.468373724,84.81666667,1.30911299,61.33333333,1.077452451,67.28,10850.93439
EMNIST,1,./checkpoints/EMNIST_CO/Run1_checkpoint_CMC_Any_1.pth,ERM,CMC,Any,t,1,0.075658871,97.01722756,0.150507771,94.91185897,0.157607631,94.84615385,0.075618359,97.01622596,0.150471693,94.91987179,0.157566764,94.84615385,0.067973143,97.17748397,0.158533004,94.83173077,0.161830189,94.72115385,239.7593818
EMNIST,2,./checkpoints/EMNIST_CO/Run2_checkpoint_CMC_Any_1.pth,ERM,CMC,Any,t,1,0.087587508,96.62760417,0.162055072,94.59935897,0.164256128,94.58653846,0.087589676,96.62459936,0.162056909,94.60336538,0.164258379,94.58653846,0.085725357,96.61258013,0.163418751,94.42708333,0.16381488,94.52884615,230.4768412
EMNIST,3,./checkpoints/EMNIST_CO/Run3_checkpoint_CMC_Any_1.pth,ERM,CMC,Any,t,1,0.107124586,95.96654647,0.156731406,94.42708333,0.163014426,94.32211538,0.106987858,95.97055288,0.156594216,94.42708333,0.162878089,94.34134615,0.07621809,97.0302484,0.156922962,94.74358974,0.161214413,94.61538462,253.8195124
EMNIST,4,./checkpoints/EMNIST_CO/Run4_checkpoint_CMC_Any_1.pth,ERM,CMC,Any,t,1,0.073429402,97.06530449,0.14515096,95.10416667,0.158145818,94.82211538,0.073388966,97.08233173,0.145119102,95.11217949,0.158102087,94.82211538,0.061412955,97.38481571,0.162247577,94.96794872,0.172513959,94.57211538,150.0099535
EMNIST,5,./checkpoints/EMNIST_CO/Run5_checkpoint_CMC_Any_1.pth,ERM,CMC,Any,t,1,0.087404117,96.59855769,0.153262114,94.8036859,0.165202812,94.42788462,0.087377371,96.59855769,0.153232311,94.8036859,0.165170139,94.43269231,0.071744291,97.1494391,0.153708203,94.8838141,0.164031691,94.61057692,213.7872922
USPS,1,./checkpoints_AWP/USPS_CO/Run1_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.003538535,99.94855967,0.022151456,99.38271605,0.120782647,97.15994021,0.007512141,99.86282579,0.026650732,99.17695473,0.128873933,96.91081216,0.003090694,99.94855967,0.023172576,99.38271605,0.117434752,96.91081216,6313.704545
USPS,2,./checkpoints_AWP/USPS_CO/Run2_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.004238161,99.91426612,0.026084201,99.38271605,0.103423831,97.15994021,0.004237221,99.93141289,0.026138965,99.38271605,0.103694501,97.1101146,0.00299962,99.93141289,0.02309697,99.45130316,0.113809692,97.25959143,10850.53079
USPS,3,./checkpoints_AWP/USPS_CO/Run3_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.001806533,99.96570645,0.019289987,99.45130316,0.105916072,97.25959143,0.003297497,99.93141289,0.025591268,99.31412894,0.114012358,97.30941704,0.001708315,99.96570645,0.019944403,99.58847737,0.112547801,97.35924265,3651.400438
USPS,4,./checkpoints_AWP/USPS_CO/Run4_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.003552797,99.93141289,0.02478136,99.38271605,0.106112853,97.06028899,0.004874175,99.89711934,0.027812205,99.31412894,0.111440659,96.81116094,0.001776639,99.94855967,0.026390573,99.31412894,0.113736981,96.76133533,3634.508167
USPS,5,./checkpoints_AWP/USPS_CO/Run5_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.005782951,99.93141289,0.021896387,99.45130316,0.113375502,96.96063777,0.007602446,99.87997257,0.025912676,99.31412894,0.116338658,96.86098655,0.002006731,99.96570645,0.016557907,99.58847737,0.126497956,97.1101146,3643.337082
MNIST,1,./checkpoints_AWP/MNIST_CO/Run1_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.001574883,99.96666667,0.044359678,98.80833333,0.054741183,98.64,0.00159227,99.97083333,0.04423155,98.79166667,0.054876934,98.64,0.001465995,99.97291667,0.043668537,98.84166667,0.052697683,98.84,51.95342731
MNIST,3,./checkpoints_AWP/MNIST_CO/Run3_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.008682582,99.81458333,0.044088624,98.73333333,0.036371888,98.84,0.008647504,99.81666667,0.04401372,98.725,0.03627319,98.82,0.007836586,99.86458333,0.044251913,98.78333333,0.036666195,98.89,47.46876955
MNIST,4,./checkpoints_AWP/MNIST_CO/Run4_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.008950574,99.86458333,0.047357914,98.60833333,0.045072045,98.6,0.008960934,99.86458333,0.047359449,98.61666667,0.045076967,98.59,0.004093953,99.9375,0.048384371,98.75,0.047709579,98.61,48.37340713
MNIST,5,./checkpoints_AWP/MNIST_CO/Run5_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.003124564,99.93958333,0.054846199,98.675,0.053144454,98.62,0.003176001,99.93541667,0.055178703,98.66666667,0.053083163,98.59,0.002888015,99.94375,0.055302815,98.68333333,0.050171445,98.67,376.5343134
MNIST,7,./checkpoints_AWP/MNIST_CO/Run7_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.008277134,99.84791667,0.043814488,98.81666667,0.045609671,98.6,0.008552953,99.84791667,0.044484859,98.8,0.04702141,98.6,0.004133601,99.92083333,0.043292163,98.89166667,0.040890026,98.95,14.39739275
CIFAR10,1,./checkpoints_AWP/CIFAR10_CO/Run1_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.213091386,94.2175,0.297968729,90.67,0.305139362,90.29,0.212660481,94.235,0.302014377,90.31,0.304179359,90.41,0.195500462,94.2725,0.288735889,90.68,0.292356993,90.45,193.9958072
CIFAR10,2,./checkpoints_AWP/CIFAR10_CO/Run2_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.22516891,93.3775,0.323578631,89.31,0.319048977,89.56,0.225026924,93.4725,0.329033002,89.05,0.318147126,89.75,0.213818659,93.68,0.314732698,89.31,0.306925953,89.73,298.5645187
CIFAR10,3,./checkpoints_AWP/CIFAR10_CO/Run3_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.239846884,92.4475,0.325881925,89.4,0.334434423,88.92,0.241674524,92.5175,0.326448103,89.46,0.335302599,89.03,0.200012361,94.3025,0.291549893,90.77,0.292099519,90.66,181.9353263
CIFAR10,4,./checkpoints_AWP/CIFAR10_CO/Run4_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.243595181,92.8725,0.313007433,89.82,0.331912664,89.19,0.245519751,92.6375,0.31294575,89.77,0.335002233,89.47,0.21495554,94.0175,0.291991627,90.93,0.304499216,90.42,1938.49548
CIFAR10,5,./checkpoints_AWP/CIFAR10_CO/Run5_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.253421433,92.695,0.337567553,88.99,0.333356962,89.12,0.253946841,92.705,0.332148095,89.2,0.334794951,89.5,0.216971902,93.7425,0.307397256,90.2,0.306089909,90.28,1604.23273
FashionMNIST,1,./checkpoints_AWP/FashionMNIST_CO/Run1_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.06517193,98.28958333,0.161971567,94.06666667,0.171698694,93.8,0.065167348,98.30416667,0.162009336,94.08333333,0.17163312,93.89,0.047882533,98.97291667,0.162050365,94.25,0.174192697,93.94,3650.396103
FashionMNIST,2,./checkpoints_AWP/FashionMNIST_CO/Run2_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.033920489,99.28125,0.159626616,94.41666667,0.181968234,93.72,0.033927325,99.28333333,0.159626078,94.41666667,0.18196793,93.72,0.020106529,99.6875,0.164833147,94.50833333,0.180639521,94.07,2519.814679
FashionMNIST,3,./checkpoints_AWP/FashionMNIST_CO/Run3_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.077234071,97.83125,0.163530402,94.21666667,0.176386515,93.63,0.077200401,97.825,0.163453087,94.225,0.176334583,93.6,0.045369557,99.00833333,0.15665459,94.375,0.172706217,93.99,3104.242864
FashionMNIST,5,./checkpoints_AWP/FashionMNIST_CO/Run5_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.037681103,99.2875,0.152737064,94.575,0.176783179,94.04,0.037661085,99.28958333,0.152719898,94.58333333,0.176760568,94.05,0.026196997,99.54791667,0.156509786,94.56666667,0.181638578,93.97,2130.78338
FashionMNIST,6,./checkpoints_AWP/FashionMNIST_CO/Run6_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.073182011,98.00208333,0.161560895,93.95833333,0.174622581,93.65,0.073182288,98.00208333,0.16155805,93.95833333,0.174619324,93.65,0.05719034,98.57083333,0.163168921,94.025,0.184199169,93.34,2369.929905
Food101,1,./checkpoints_AWP/Food101_CO/Run1_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.268076074,94.2,0.855948202,71.8,0.617915331,80.12,0.268126571,94.18333333,0.855999178,71.8,0.617953688,80.16,0.144061638,97.2,0.857829395,72.2,0.615512886,80.48,148.3601205
Food101,2,./checkpoints_AWP/Food101_CO/Run2_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.252019007,95.2,1.192064964,60.2,0.995018465,67.08,0.251844955,95.21666667,1.191908116,60.26666667,0.994882884,67.12,0.185636012,96.45,1.227624601,60.33333333,1.010658683,68,83.9572196
Food101,3,./checkpoints_AWP/Food101_CO/Run3_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.768376228,75.43333333,1.221998664,59.4,1.070342523,63.24,0.76836186,75.43333333,1.222014888,59.46666667,1.070298569,63.32,0.538926164,88.28333333,1.22299606,62.66666667,1.017622475,68.48,129.1546972
Food101,4,./checkpoints_AWP/Food101_CO/Run4_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.128553701,97.51666667,0.951922604,68.46666667,0.763028253,75.28,0.128551203,97.53333333,0.95189811,68.46666667,0.763002081,75.28,0.097421343,98.21666667,0.941892915,68.53333333,0.77077408,75.76,584.5297458
Food101,5,./checkpoints_AWP/Food101_CO/Run5_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.387411213,90.3,1.16875996,61.46666667,1.044866597,65.52,0.387468223,90.26666667,1.16883622,61.46666667,1.044928302,65.52,0.292963617,93.41666667,1.178660423,61.13333333,0.971603144,67.64,1295.492362
office31,1,./checkpoints_AWP/office31_CO/Run1_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.061024372,98.44703272,0.83165328,77.11111111,0.877060551,76.90941385,0.060403397,98.44703272,0.830037992,77.11111111,0.875251968,76.73179396,0.03531915,98.89073766,0.822024266,77.55555556,0.859239441,76.19893428,3759.743364
office31,2,./checkpoints_AWP/office31_CO/Run2_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.180705202,95.61841375,0.881952743,76.88888889,0.879031532,75.13321492,0.180701815,95.56295064,0.881954072,76.88888889,0.879042383,75.13321492,0.09032782,99.00166389,0.890441485,77.33333333,0.830021143,77.97513321,578.2970693
office31,3,./checkpoints_AWP/office31_CO/Run3_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.215121417,96.28397116,0.95352854,73.55555556,0.95091379,74.95559503,0.215125919,96.22850804,0.953528443,73.55555556,0.950949393,74.95559503,0.150014196,97.55962285,0.939815567,74.66666667,0.912697318,75.48845471,1126.3473
office31,4,./checkpoints_AWP/office31_CO/Run4_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.047595958,99.3344426,0.809891054,77.77777778,0.769504996,80.63943162,0.04877472,99.27897948,0.810112377,78,0.772855979,80.63943162,0.037450885,99.55629506,0.807885742,78.66666667,0.780232629,80.81705151,3680.553615
office31,5,./checkpoints_AWP/office31_CO/Run5_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.183918138,96.83860233,1.084086348,72.22222222,0.988052832,74.24511545,0.183918608,96.83860233,1.084085231,72.22222222,0.988052402,74.24511545,0.039133558,99.55629506,1.061711431,73.77777778,0.928110692,75.84369449,1107.098924
Caltech101,1,./checkpoints_AWP/Caltech101_CO/Run1_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.034097724,98.88590088,0.395151034,89.23904689,0.39348902,90.31811895,0.034120078,98.82827507,0.395064508,89.23904689,0.393494151,90.41032734,0.021221867,98.92431809,0.39129507,88.85472713,0.389560039,89.85707699,3133.730422
Caltech101,2,./checkpoints_AWP/Caltech101_CO/Run2_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.042158891,98.17518248,0.329132737,90.39200615,0.357643618,90.8252651,0.041989218,98.21359969,0.329159125,90.4688701,0.35753822,90.8252651,0.036381921,98.32885133,0.33165403,91.16064566,0.361899994,90.41032734,1242.346103
Caltech101,3,./checkpoints_AWP/Caltech101_CO/Run3_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.054708852,98.44410296,0.353006957,90.4688701,0.374599932,90.22591056,0.054812869,98.40568575,0.353010897,90.54573405,0.374692141,90.31811895,0.0308357,98.75144065,0.332541022,91.08378171,0.352909999,90.41032734,1565.562148
Caltech101,4,./checkpoints_AWP/Caltech101_CO/Run4_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.042931324,98.21359969,0.382397485,89.85395849,0.390932262,90.13370217,0.043617285,98.2328083,0.382775125,89.93082244,0.391281259,90.22591056,0.033635064,98.21359969,0.365155477,89.62336664,0.39271298,89.90318119,3698.384353
